movieId,title,genres,tags
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,beautifully filmed bittersweet camp comedy courage drama dramatic emotional fascism father son relationship foreign great acting heartbreaking heartwarming holocaust imdb top 250 jews love love story masterpiece nazi nazis original oscar oscar (best actor) oscar (best directing) oscar (best foreign language film) oscar winner poignant sad sad but good sentimental storytelling survival touching tragedy world war ii wwii
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,affectionate bittersweet bleak compassionate criterion downbeat foreign golden palm heartbreaking imdb top 250 intimate loneliness masterpiece melancholic melancholy oscar (best actress) oscar (best foreign language film) poignant poverty prostitution reflective rome talky wistful
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,animated animation cartoon childhood children clever computer animation cute cute! disney fun good great great movie kids kids and family original pixar pixar animation story talking animals toys
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,british comedy comedy eccentricity feel good movie feel-good heartwarming humorous ireland irish irish accent original quirky small town sweet touching unlikely friendships
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,chick flick costume drama drama england excellent script girlie movie great acting literature love story oscar oscar (best actress) oscar (best picture) oscar (best supporting actress) passionate period piece romance romantic shakespeare
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1980s 80s action action packed adventure chase chick flick comedy fast paced fun fun movie good action indiana jones jungle love story romance romantic romantic comedy silly fun swashbuckler treasure treasure hunt
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,fight scenes fighting good sequel martial arts mentor sequel sequels
2470,Crocodile Dundee (1986),Adventure|Comedy,1980s adventure australia australian chase comedy culture clash fun movie mentor new york new york city
2496,Blast from the Past (1999),Comedy|Romance,comedy fun movie romantic comedy
2501,October Sky (1999),Drama,based on a true story based on true story courage destiny dreams father son relationship feel good movie feel-good good great acting great ending great movie inspirational inspiring mentor mining rags to riches science small town space program touching true story
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,action action packed alternate reality alternate universe artificial intelligence awesome soundtrack big budget carrie-anne moss cerebral complex complicated computers cool cult classic cyberpunk dark hero destiny dialogue distopia dynamic cgi action dystopia dystopic future effects entertaining excellent script existentialism fast paced fight scenes fighting fighting the system future futuristic good good acting good action great acting great ending great movie hacking highly quotable imagination imdb top 250 intense interesting kung fu man versus machine martial arts masterpiece mentor mythology original original plot oscar (best editing) oscar (best effects - visual effects) oscar winner philosophical philosophy post-apocalyptic sci fi sci-fi science fiction scifi scifi cult special effects story storytelling stylized technology thought-provoking trilogy violence virtual reality visual visually appealing visually stunning
2573,Tango (1998),Drama|Musical,argentina dance dancing musical
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,action action packed adventure archaeology big budget chase egypt entertaining fantasy fast paced fun fun movie good action horror indiana jones mummy mythology silly fun special effects treasure treasure hunt
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,18th century criterion dreamlike enigmatic literary adaptation meditative spain
2640,Superman (1978),Action|Adventure|Sci-Fi,adapted from:comic alter ego based on a comic based on comic big budget comic book comic book adaption comics dc comics destiny dynamic cgi action effects fantasy franchise light mythology original special effects super hero super-hero superhero superheroes
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,adapted from:comic alter ego bad plot bad science big budget dc comics franchise sequel special effects super hero super-hero superhero superheroes weapons
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,alternate endings alternate reality artistic cerebral clever destiny drama excellent script existentialism fast paced foreign good music good soundtrack great soundtrack imdb top 250 intense original storytelling stylish stylized surreal time loop twists & turns visual visually appealing visually stunning weird
2694,Big Daddy (1999),Comedy,comedy goofy hilarious single father very funny
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,based on a tv show cartoon kids and family
2745,"Mission, The (1986)",Drama,18th century amazing cinematography beautiful scenery beautifully filmed breathtaking catholicism christian christianity cinematography colonialism culture clash dramatic god golden palm great acting historical history indians jungle latin america native americans oscar (best cinematography) oscar (best picture) powerful ending redemption religion slavery spanish stunning
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,animated animation based on a book cartoon computer animation friendship kids kids and family mother-son relationship original paranoia robot small town story visually appealing
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,cerebral clever creepy drama eerie excellent excellent script frightening ghosts ghosts/afterlife good good acting great acting great ending great movie imdb top 250 intense interesting mentor original oscar oscar (best supporting actor) pg-13 plot twist powerful ending psychological psychology scary storytelling supernatural surprise ending suspense suspenseful tense thriller touching twist twist ending twists & turns
2797,Big (1988),Comedy|Drama|Fantasy|Romance,1980s 80s childhood children comedy coming of age fun movie kids kids and family mentor new york nostalgic toys
2815,Iron Eagle (1986),Action|War,action chase good action military teen movie
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,absurd beautifully filmed colourful comedy dark humor humorous magic realism music original stylized weird
2858,American Beauty (1999),Drama|Romance,beautifully filmed bittersweet cerebral cinematography coming of age complex dark humor depression drama dramatic dysfunctional family excellent script good acting good soundtrack great acting great ending honest imdb top 250 interesting life loneliness masterpiece melancholic midlife crisis narrated original oscar oscar (best actor) oscar (best actress) oscar (best directing) oscar (best editing) oscar (best picture) oscar (best supporting actor) parenthood philosophy powerful ending reflective relationships social commentary storytelling suburbia thought-provoking
2918,Ferris Bueller's Day Off (1986),Comedy,1980s 80s adolescence classic comedy coming of age coming-of-age cool cult classic excellent script friendship fun fun movie high school highly quotable imdb top 250 mentor original pg-13 quotable school teen teen movie teenager teenagers teens
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,animation cartoon comedy computer animation fun movie goofy los angeles nostalgic original private detective rabbits
3098,"Natural, The (1984)",Drama,1930s adapted from:book baseball based on book corruption destiny dramatic good great movie mentor oscar (best directing) redemption sports supernatural
3105,Awakenings (1990),Drama|Mystery,based on a book based on a true story based on book based on true story biographical compassionate disability doctors drama dramatic emotional feel-good great acting heartbreaking heartwarming hospital life mentor oscar oscar (best directing) sad sad but good sentimental touching true story
3107,Backdraft (1991),Action|Drama,70mm action big budget corruption good good action great movie intense mentor realistic action special effects
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,adventure animated animation cartoon childhood children clever computer animation cute disney friendship good good sequel great great movie imdb top 250 kids kids and family light original pixar pixar animation sequel sequels story toys unlikely friendships
3148,"Cider House Rules, The (1999)",Drama,abortion adapted from:book based on a book based on book beautiful scenery coming of age destiny drama great acting literature mentor oscar (best supporting actor) sentimental touching
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,affectionate alien aliens based on a tv show comedy fun movie original parody satire sci fi sci-fi science fiction scifi scifi cult space space opera spoof
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,based on true story basketball classic feel good movie feel-good good great great movie high school inspirational mentor oscar (best directing) oscar (best picture) oscar (best supporting actor) redemption small town sports underdog
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,childhood fun movie kids light muppets musical original puppets
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,based on a true story based on true story best war films censorship comedy drama dramatic good humor humorous mentor military oscar (best directing) radio rock and roll vietnam vietnam war war war movie wartime
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,adventure dark hero fairy tale fairy tales fantasy fantasy world high fantasy love story magic medieval mythology romance romantic sword fight
3510,Frequency (2000),Drama|Thriller,alternate reality destiny drama father son relationship future sci fi sci-fi science fiction scifi time time travel
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,art house censorship controversial disability idiotic male nudity pornography social commentary weird
3578,Gladiator (2000),Action|Adventure|Drama,action action packed amazing cinematography beautiful scenery betrayal big budget brutality cinematography courage dialogue drama dramatic entertaining epic excellent script fight scenes fighting forceful good good acting good action gratuitous violence great great acting great ending great movie historical history imdb top 250 intense masterpiece mentor oscar oscar (best actor) oscar (best cinematography) oscar (best directing) oscar (best effects - visual effects) oscar (best picture) oscar (best supporting actor) oscar winner powerful ending redemption revenge rome scenic slavery special effects story storytelling stylized sword fight us history vengeance very good violence violent visceral visual visually appealing visually stunning war
3793,X-Men (2000),Action|Adventure|Sci-Fi,action action packed adapted from:comic alter ego based on a comic based on comic big budget comic book comic book adaption comics cool dynamic cgi action fight scenes fighting franchise future futuristic genetics good good action great great movie marvel mentor mutants original pg-13 sci fi sci-fi science fiction scifi sequels special effects super hero super-hero superhero superheroes technology
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,crappy sequel fight scenes franchise immortality series sword fight
3916,Remember the Titans (2000),Drama,based on a true story based on true story drama dramatic excellent feel good movie feel-good football great acting great movie heartwarming high school inspirational inspiring mentor oscar (best picture) race issues segregation sports true story unlikely friendships
3948,Meet the Parents (2000),Comedy,comedy funniest movies funny goofy hilarious very funny
3949,Requiem for a Dream (2000),Drama,addiction bleak brutal brutality cerebral cinematography complex dark depressing disturbing drama dramatic dreams drug abuse drug addiction drugs emotional good soundtrack great acting great ending hard to watch harsh heartbreaking heroin imdb top 250 independent film insanity intense interesting loneliness masterpiece melancholic mother-son relationship obsession original oscar (best actress) oscar (best directing) powerful ending psychological psychology realistic relationships sad social commentary storytelling thought-provoking tragedy visceral visually appealing visually stunning weird
3994,Unbreakable (2000),Drama|Sci-Fi,based on a comic comic book comics great ending original plot twist storytelling super hero super-hero superhero superheroes supernatural surprise ending suspense twist twist ending
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,animated animation cartoon computer animation disney disney animated feature friendship talking animals
4019,Finding Forrester (2000),Drama,feel good movie feel-good friendship good great acting high school inspirational inspiring literature mentor school unlikely friendships writer's life writers writing
4022,Cast Away (2000),Drama,destiny drama good great acting great ending intense island isolation loneliness original solitude story stranded survival
4023,"Family Man, The (2000)",Comedy|Drama|Romance,destiny feel-good life mentor new jersey romantic comedy
4103,Empire of the Sun (1987),Action|Adventure|Drama|War,based on a book best war films camp cinematography drama dramatic innocence lost mentor oscar (best cinematography) storytelling visually stunning war wartime world war ii wwii
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,adultery art house beautiful beautifully filmed bittersweet cerebral cinematography criterion enigmatic foreign golden palm great cinematography heartbreaking hong kong intimate loneliness love love story masterpiece meditative melancholic melancholy nocturnal relationships romantic stylized visual visually appealing visually stunning
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,entertaining fun movie happy ending medieval period piece
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,adventure animated animation based on book cartoon children clever comedy computer animation crude humor disney fairy tale fairy tales family fantasy fantasy world fun fun movie funny good great great movie hilarious humor humorous imdb top 250 kids original oscar (best animated feature) oscar winner storytelling talking animals very funny witty
4308,Moulin Rouge (2001),Drama|Musical|Romance,cinematography colourful dancing good music love love story lyrical music musical original passionate stylized visually appealing visually stunning
4325,"Night, The (Notte, La) (1960)",Drama,adultery black and white bleak criterion enigmatic existentialism golden palm infidelity intimate loneliness marriage meditative melancholic melancholy reflective relationships talky
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,adultery affectionate bleak breathtaking cancer cerebral cinematography coen bros criterion death depressing depression disturbing downbeat dreamlike enigmatic existentialism family bonds golden palm intimate life & death loneliness lyrical masterpiece meditative melancholic melancholy oscar (best cinematography) oscar (best foreign language film) poignant relationships sisters solitude stylized swedish talky tense terminal illness visceral visually appealing
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,amazing cinematography australia australian beautiful scenery gunfight horses love story romance runaway scenic wilderness
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,1980s 80s adventure comedy cult classic dumb but funny excellent fun movie future goofy high school historical history original quotable scifi silly fun teen teen movie time travel us history
4703,Chocolat (1988),Drama,africa colonialism france french reflective relationships storytelling
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,afterlife atmospheric cinematography creepy dark drama eerie frightening ghosts great acting great ending haunted house horror mystery ominous original oscar (best directing) plot twist psychological psychology scary storytelling supernatural surprise ending suspense suspenseful thriller twist twist ending twists & turns
4857,Fiddler on the Roof (1971),Drama|Musical,broadway good music jewish jews judaism music musical oscar (best cinematography)
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,alien aliens cerebral doctors first contact great acting philosophical psychiatrist sci-fi science fiction space
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,animated animation cartoon childhood children clever computer animation cute cute! disney family friendship fun funny good great great movie heartwarming imagination imdb top 250 kids kids and family monster monsters original oscar (best animated feature) oscar winner pixar pixar animation story sweet touching toys
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,adapted from:book adventure based on a book based on book big budget boarding school book book was better books childhood children coming of age destiny emma watson family fantasy fantasy world franchise good versus evil harry potter high fantasy imagination kids kids and family magic modern fantasy mythology parallel universe school series special effects witch witches wizards
4963,Ocean's Eleven (2001),Crime|Thriller,action caper casino clever con artists con men cool crime ensemble cast entertaining fast paced fun fun movie good great movie heist las vegas original pg-13 plot twist remake robbery suspense twists & turns
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,affectionate beautiful beautiful scenery beautifully filmed childhood cinematography colourful destiny excellent script fairy tale feel good movie feel-good foreign france french good soundtrack great cinematography great soundtrack heartwarming idealism imagination imdb top 250 life light loneliness love love story magic realism masterpiece melancholic narrated original paris quirky romantic storytelling stylized surreal sweet touching visual visually appealing visually stunning weird whimsical
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,action adapted from:book adventure awesome soundtrack based on a book based on book beautifully filmed big budget book book was better books cgi cool cult dialogue dynamic cgi action epic exciting fantasy fantasy world fighting franchise friendship good good versus evil great great ending great movie high fantasy imagination imdb top 250 inspiring literary adaptation liv tyler long magic masterpiece modern fantasy mythology original original plot oscar oscar (best cinematography) oscar (best directing) oscar (best effects - visual effects) saturn award (best special effects) scenic shallow special effects story storytelling sword fight tolkien trilogy visual visually appealing visually stunning wizards
4995,"Beautiful Mind, A (2001)",Drama|Romance,based on a true story based on true story biographical biography biopic drama dramatic excellent script exceptional acting genius good good acting great acting great ending imdb top 250 insanity inspirational intellectual interesting life math mathematics mental illness mentor original oscar oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) oscar (best supporting actress) oscar winner paranoia plot twist powerful ending psychiatry schizophrenia storytelling true story
5010,Black Hawk Down (2001),Action|Drama|War,action action packed based on a book based on a true story based on true story best war films brutality civil war courage dramatic factual forceful genocide intense military oscar (best directing) oscar (best editing) realistic realistic action true story violence violent visceral war war movie weapons
5103,"Sandlot, The (1993)",Children|Comedy|Drama,baseball childhood children coming of age friendship fun movie kids kids and family mentor nostalgic sports unlikely friendships
5147,Wild Strawberries (Smultronstället) (1957),Drama,aging allegory black and white bleak breathtaking cerebral childhood cinematography compassionate criterion drama dreams enigmatic existentialism golden palm imdb top 250 intimate life life & death loneliness lyrical masterpiece meditative melancholic melancholy poignant reflective relationships road trip runaway swedish talky wistful
5269,"Piano Teacher, The (La pianiste) (2001)",Drama,art house bdsm bleak classical music controversial criterion disturbing erotic insanity intimate loneliness obsession pornography psychological psychology relationships sex sexual sexuality sexualized violence visceral voyeurism weird
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,action action packed adapted from:comic adventure alter ego based on a comic based on comic big budget cgi comic book comic book adaption comics cool dark hero dynamic cgi action fight scenes franchise good good action great great movie marvel mutants original pg-13 sequel special effects story super hero super-hero superhero superheroes vigilante
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,action action packed adapted from:book amnesia assassin assassination assassins based on a book based on book car chase chase cia conspiracy cool entertaining espionage excellent exciting fast paced fight scenes good action hit men memory loss mentor paris pg-13 realistic action robert ludlum secret service secrets spies spy spying surveillance suspense thriller tom clancy
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,action artificial intelligence big budget cerebral chase complex corruption crime destiny dystopia dystopic future future futuristic great ending interesting murder original oscar (best editing) pg-13 philip k. dick plot holes plot twist sci fi sci-fi science fiction scifi special effects spielberg storytelling surveillance suspense technology thought-provoking time loop twists & turns visual visually appealing visually stunning
5574,"Transporter, The (2002)",Action|Crime,action action packed car chase cars chase cool fast paced fight scenes good action lone hero martial arts
5684,Naqoyqatsi (2002),Documentary,criterion humanity meditative reflective stunning technology trilogy visual visually appealing
5767,Teddy Bear (Mis) (1981),Comedy|Crime,censorship comedy communism criterion foreign greed melancholic poland satire storytelling very funny
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,action adapted from:book adventure based on a book based on book big budget boarding school book book was better books childhood children coming of age emma watson family fantasy fantasy world franchise good versus evil harry potter high fantasy imagination kids magic mythology parallel universe pg-13 school secrets sequel series special effects witch witches wizards
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,almodovar drama enigmatic foreign friendship imdb top 250 intimate loneliness love melancholic obsession relationships spain spanish unlikely friendships visually appealing women
5912,Hit the Bank (Vabank) (1981),Comedy|Crime,bank robbery con artists poland
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,action adapted from:book adventure awesome soundtrack based on a book based on book beautifully filmed big budget book was better books cgi cool cult dialogue dynamic cgi action epic exciting fantasy fantasy world fighting franchise friendship good good versus evil great great ending great movie high fantasy imagination imdb top 250 inspiring liv tyler long magic modern fantasy mythology original original plot oscar oscar (best directing) oscar (best effects - visual effects) oscar (best sound) saturn award (best special effects) scenic shallow special effects story storytelling sword fight tolkien trilogy violent visual visually appealing visually stunning war wizards
5955,Antwone Fisher (2002),Drama,biopic mentor psychiatrist
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,amazing cinematography amazing photography based on a true story bleak brazil brutal brutality childhood cinematography coming of age corruption crime dark drama dramatic drug abuse drugs forceful foreign gangs gangster gangsters good soundtrack gratuitous violence great acting great ending grim gritty harsh imdb top 250 innocence lost intense interesting latin america masterpiece mob narrated organized crime original oscar (best cinematography) oscar (best directing) oscar (best editing) photography poverty powerful ending realistic rio de janeiro social commentary storytelling stylish stylized tense tragedy true story vengeance violence violent visceral visually appealing visually stunning
6156,Shanghai Knights (2003),Action|Adventure|Comedy,action action packed buddy movie comedy fight scenes funny good sequel kung fu martial arts sequels silly fun
6157,Daredevil (2003),Action|Crime,action adapted from:comic alter ego bad cgi based on a comic based on comic big budget comic book comics dark hero dynamic cgi action fight scenes franchise good action graphic novel heroine in tight suit marvel mutants pg-13 special effects stupid as hell super hero super-hero superhero superheroes vigilante
6213,Tears of the Sun (2003),Action|Drama|Thriller,action africa best war films brutality civil war genocide good action jungle military realistic action war
6287,Anger Management (2003),Comedy,buddy movie comedy funny hilarious pg-13 very funny
6311,"Other Side of Heaven, The (2001)",Adventure|Drama,adventure based on a book based on a true story based on true story big budget love story pg-13 true story
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,action action packed adapted from:comic alter ego based on a comic based on comic big budget comic book comic book adaption comics cool dynamic cgi action fight scenes fighting franchise genetics good good action good sequel great great movie marvel mutants pg-13 sequel sequels special effects super hero super-hero superhero superheroes teleportation vigilante
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance,foreign france friendship paris spain spanish
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,adventure animals animated animation cartoon childhood children comedy computer animation cute cute! disney entertaining family feel good movie fish friendship fun funny good great great movie heartwarming imdb top 250 kids kids and family memory loss original oscar (best animated feature) oscar winner pixar pixar animation short-term memory loss single father story storytelling talking animals touching toys visually stunning
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,action action packed adventure anti-hero awesome soundtrack big budget comedy entertaining fantasy world fight scenes fun fun movie good great great movie humorous imdb top 250 love story original pg-13 pirates romance special effects story swashbuckler sword fight sword fighting treasure treasure hunt
6565,Seabiscuit (2003),Drama,1930s based on a true story based on book based on true story courage drama dramatic feel good movie feel-good great great movie horses inspirational inspiring mentor pg-13 racing rags to riches sentimental sports true story underdog
6711,Lost in Translation (2003),Comedy|Drama|Romance,amazing cinematography bittersweet cinematography culture clash dialogue foreign francis ford copolla good soundtrack intimate japan loneliness melancholic melancholy midlife crisis nocturnal original poignant reflective relationships slow paced sophia coppola storytelling stylized tokyo unlikely friendships visually appealing weird
6753,Secondhand Lions (2003),Children|Comedy|Drama,coming of age feel-good great great movie lions mentor oscar (best supporting actor) story storytelling
6879,Runaway Jury (2003),Drama|Thriller,adapted from:book based on a book corruption courtroom courtroom drama guns justice lawyer lawyers manipulation pg-13 surveillance suspense
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,18th century action adapted from:book based on a book based on book historical oscar (best cinematography) period piece war
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,cancer death existentialism father son relationship foreign hospital intellectual life life & death melancholic oscar (best foreign language film) poignant reflective relationships sad terminal illness touching tragedy
7004,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,action arnold chase children comedy kids teacher undercover cop
7007,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,action action packed assassin buddy movie chase corruption fast paced good action gunfight los angeles private detective realistic action secret service vengeance violence
7075,"Court Jester, The (1956)",Adventure|Comedy|Musical,affectionate classic clever comedy england fairy tale hilarious medieval spoof swashbuckler sword fight sword fighting
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,action amazing cinematography amazing photography assassin assassination beautiful beautiful scenery beautifully filmed breathtaking china cinematography colourful epic fight scenes foreign great cinematography imdb top 250 kung fu martial arts masterpiece original oscar (best directing) oscar (best foreign language film) photography scenic story storytelling stunning stylized sword fight sword fighting visual visually appealing visually stunning wuxia
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,action amazing photography beautiful scenery cinematography civil war destiny dramatic epic fight scenes good great acting historical history intense japan japanese mentor oscar (best supporting actor) rebellion samurai sword fight sword fighting war
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,action adapted from:book adventure awesome soundtrack based on a book based on book beautifully filmed big budget book was better cgi cool dialogue dynamic cgi action epic exciting fantasy fantasy world fighting franchise friendship good good versus evil great great acting great ending great movie high fantasy imagination imdb top 250 inspiring liv tyler long magic masterpiece modern fantasy mythology original original plot oscar oscar (best cinematography) oscar (best directing) oscar (best effects - visual effects) oscar (best picture) saturn award (best special effects) scenic special effects story storytelling sword fight tolkien trilogy visual visually appealing visually stunning war wizards
7162,Cold Mountain (2003),Drama|Romance|War,american civil war based on a book based on book beautiful scenery civil war drama epic great acting historical literary adaptation long love story oscar oscar (best cinematography) oscar (best picture) oscar (best supporting actress) romance war war movie
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy,affectionate criterion enigmatic france holiday hotel humorous light meditative melancholic silent stylized talky visual visually appealing
7234,"Strada, La (1954)",Drama,allegory amazing cinematography black and white bleak criterion enigmatic foreign golden palm imdb top 250 intimate loneliness masterpiece meditative melancholic melancholy oscar (best foreign language film) poignant relationships road movie stylized tragedy
7318,"Passion of the Christ, The (2004)",Drama,biblical bloody brutal brutality christian christianity god intense jesus jews religion sacrifice torture violence violent
7323,"Good bye, Lenin! (2003)",Comedy|Drama,berlin capitalism comedy communism drama east germany foreign german germany idealism mother-son relationship original oscar (best foreign language film) political social commentary
7327,Persona (1966),Drama,allegory art art house artistic black and white breathtaking cerebral cinematography complex criterion downbeat dreamlike enigmatic existentialism golden palm hallucinatory identity intimate loneliness masterpiece meditative melancholic psychological psychology reflective surreal surrealism swedish talky visually appealing weird
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,artistic bittersweet brainwashing cerebral clever complex complicated confusing destiny drama dreams emotional enigmatic excellent script existentialism great acting great ending heartbreaking imagination imdb top 250 intellectual interesting loneliness love love story masterpiece melancholic melancholy memory memory loss mindfuck non-linear nonlinear original philosophical philosophy powerful ending psychological psychology quirky relationships romantic storytelling strange surreal surrealism thought-provoking touching twists & turns very interesting visually appealing visually stunning weird
7365,Noi the Albino (Nói albinói) (2003),Drama,allegory bleak cinematography coming of age criterion depression downbeat enigmatic harsh intimate isolation loneliness meditative melancholic reflective small town solitude
7386,"Ten Commandments, The (1956)",Adventure|Drama,biblical big budget christian classic egypt epic god great movie historical history mythology oscar (best directing) religion slavery special effects story visual
7624,School Ties (1992),Drama,anti-semitism boarding school football high school jews mentor prejudice school teen teen movie
7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,allegory amazing photography black and white bleak brutality catholicism christianity cinematography criterion disturbing enigmatic foreign god golden palm grim guilt harsh imdb top 250 innocence lost intimate masterpiece medieval murder oscar (best foreign language film) rape religion revenge storytelling stylized tense vengeance violence visceral
7937,"Silence, The (Tystnaden) (1963)",Drama,bleak cerebral cinematography claustrophobic criterion disturbing downbeat enigmatic existentialism foreign god golden palm hotel independent film intimate loneliness masterpiece melancholic obsession relationships sexual sisters swedish weird
7938,Winter Light (Nattvardsgästerna) (1963),Drama,affectionate bleak cerebral cinematography criterion depression downbeat enigmatic existentialism god golden palm intimate life & death loneliness love masterpiece meditative melancholic reflective relationships solitude suicide swedish talky
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,bleak cerebral cinematography criterion depression downbeat enigmatic existentialism god independent film insanity intimate isolation loneliness love masterpiece meditative melancholic melancholy mental illness oscar (best foreign language film) poignant reflective relationships schizophrenia swedish talky
7940,The Magician (1958),Drama,artist bleak cinematography criterion enigmatic golden palm masterpiece ominous oscar (best foreign language film) tense
8010,"Power of One, The (1992)",Drama,adapted from:book africa based on a book based on book book books mentor segregation south africa
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,adolescence amazing cinematography beautifully filmed bittersweet breathtaking childhood cinematography coming of age compassionate culture clash enigmatic foreign imdb top 250 isolation life life & death loneliness masterpiece meditative melancholic mentor poignant reflective scenic storytelling stunning visual visually stunning
8154,"Dolce Vita, La (1960)",Drama,criterion cynical enigmatic existentialism golden palm imdb top 250 innocence lost intellectual loneliness masterpiece melancholy reflective rome satirical social commentary visually appealing writer's life
8327,Dolls (2002),Drama|Romance,amazing photography beautiful cinematography intimate japan love masterpiece meditative melancholic melancholy original relationships slow paced storytelling surreal tokyo visual visually appealing visually stunning weird
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,animated animation cartoon clever comedy computer animation crude humor disney fairy tale fairy tales family franchise funny good good sequel hilarious original oscar (best animated feature) parody sequel sequels suprisingly clever talking animals very funny
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,adapted from:book adventure based on a book based on book big budget boarding school book book was better books coming of age dark dark fantasy emma watson family fantasy fantasy world franchise good versus evil harry potter imagination magic mythology parallel universe series visually stunning witch witches wizards
8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,allegory artist artistic atmospheric bleak cerebral creepy criterion demons disturbing dreamlike eerie enigmatic existentialism hallucinatory innocence lost insanity intimate lynch melancholic psychological reflective stylized surreal surrealism swedish visceral weird
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,action action packed adapted from:comic alter ego based on a comic based on comic big budget comic book comic book adaption comics cool dark hero dynamic cgi action fight scenes franchise good action good sequel great great movie marvel mutants new york pg-13 sequel sequels special effects super hero super-hero superhero superheroes vigilante
